text,label,idiom_string,source
"the free church council, special emergencies apart, will therefore best serve the administration of its city or town, neither by meddlesome interference with it, nor by attempting to be represented as such in its political caucuses, or even on its administrative boards ; but by training men who, representing its views and coming under its influence, have at once the strength of character and the breadth of conception, which will cause them to secure its great ends … in the ordinary arena of public life.",0,under the influence,MAGPIE
' i think the tigress and the lion mounted on artificial rocks are especially fine.,0,on the rocks,MAGPIE
"‘ what, and leave amy and joe without either of us riding shotgun?’",1,ride shotgun,MAGPIE
bok with a vengeance,1,with a vengeance,MAGPIE
"at a very tolerable volume level i managed to produce the sound of a heavily overdriven amp at full tilt, but at a volume where granny could still hear the archers.",1,full tilt,MAGPIE
"the restrictions that were also part of the reform, however, were by and large ignored by the media abse, in his speech during the second reading, spelled out to the house what these controls involved.",1,by and large,MAGPIE
"as usual, delphi had to save its face.",1,save face,MAGPIE
"hard as nails : after a decade of demolition work in the top tier, peter winterbottom's durability is the stuff of which legends are made.",1,hard as nails,MAGPIE
"since she has pushed the decade for almost her entire career, one can only wonder what she 'll do now that everyone else has followed suit.",1,follow suit,MAGPIE
"but for my money, i would have liked to have seen more radical analyses and a weaker whorf - sapir hypothesis dominating the book.",1,for my money,MAGPIE
i know the score.’,1,know the score,MAGPIE
then we drive hell for leather to the airport and catch the next plane to nice.’,1,hell for leather,MAGPIE
"habib olahi, a stocky man, still stood at attention, his eyes fixed on the rich carpet.",0,on the carpet,MAGPIE
there is no room number on the key card and only the correct code punched on the card will operate and open the room door.,0,on the cards,MAGPIE
"instead of facing the music at wembley on september 9, taylor's team will play for expenses only on a spanish second division ground that holds only 25,000 spectators and has never before staged a full international match.",1,face the music,MAGPIE
"with recent parts in on the up, starring dennis waterman, and the secret agent, with david suchet, miss mollison, 36, tells me she has bought the option on a book with a view to producing a tv film from it.",1,with a view to,MAGPIE
"nan was in the running for that kind of life, and emily would do everything in her power to get it for her.",1,in the running,MAGPIE
"well, the first book in which freud explicitly takes up this question in the opening pages, is his book of nineteen twenty seven, er the future of an illusion, and his begins, by posing the hobbesian question, although it doesn't mention hobbes, but, it's the fundamental point he makes, that civilization goes against the grain of human nature, and the question he asks himself is, how does er, order, morality.",1,against the grain,MAGPIE
"i lay there and i heard this zip go z - z - zip up, god someone's coming in tent, tried to get in bed with us.",0,in bed with,MAGPIE
"i felt quite nervous undertaking this role in case i became ‘ out of my depth’ and couldn't provide the new mother with the support that she needed, either emotionally or physically, but on balance decided that the only way to find out was to give it a whirl!",1,give it a whirl,MAGPIE
"that's our job, so you have to appreciate that that's the job of a journalist, to enquire what is the, the worst and the best aspects of any, of any job, of any, of any interview, and so you really have to do it, and in the sense that you have to if you, you probably have to go back to square one and do maximum research on what you 're being asked about, so, therefore you have more confidence in precising down what your answer is.",1,back to square one,MAGPIE
"in the new features box, you 'll see an outline listing of the bits and bobs that go together to make up presentations 2.0.",1,bits and bobs,MAGPIE
in these times well financed companies can afford to tread water and pick off suitable acquisitions without pressure.,1,tread water,MAGPIE
अपने पैर पर कुल्हाड़ी मारना,1,अपने पैर पर कुल्हाड़ी मारना,Kaggle-Indian-Idioms
"an aeroflot jet crashed in fog in the russian city of ivanovo, killing all 82 people on board, it was revealed yesterday.",0,in a fog,MAGPIE
"now since coming back from retirement in ninteen eighty seven, you 're unbeaten in twenty - two fights, twenty - one by knockouts, a lot of people have said that those fighters weren't up to scratch — what would you say to that?",1,up to scratch,MAGPIE
"the latest move to supply india, a country which exploded a nuclear device in 1974 with material produced from a research reactor, typifies france's ‘ go it alone’ approach which has more than a hint of economic expediency in it.",1,go it alone,MAGPIE
by now the cottage lettings were in full swing.,1,in full swing,MAGPIE
"now you 've broken it … well, let's hope they count miss tuckey as a pro and call it quits.",1,call it quits,MAGPIE
kenny had a ' horses - for - courses ' policy and he 'd sometimes switch to a five - man defence and leave out me or peter beardsley.,1,horses for courses,MAGPIE
"erm yeah if er you have no objection, what it's for is the, there's this outfit called the british national corpus and they 're trying to make a record of english language as it's used in the late twentieth century erm so it's a sort of resource for further scholarship so it can assist in writing dictionaries and studying grammar and, and all sorts of things like that and erm they 're attempting to tape conversations from all over the place erm er i 've got a bit of bumph about it, it's quite interesting erm and in some cases it's sort of out of erm er it's out of people's homes, it's out of broadcasts, it's out of meetings, it's out of all sorts of things erm at work and at home erm",0,out of sorts,MAGPIE
paul merton slipped through the net.,1,slip through the net,MAGPIE
"perhaps she was just feeling generally unhappy, and you put two and two together and made five.",1,put two and two together,MAGPIE
the hungarian pulled a wry face.,0,pull a face,MAGPIE
but what about when she does eventually call it a day.,1,call it a day,MAGPIE
"thus, under general principles if, for instance, a, b and c — trustees of an interest in possession trust — receive £ 100 rent which they must pay to z beneficiary — the life tenant—(after the deduction of their expenses ) the trustees can be assessed to income tax at the basic rate on the monies they received under schedule a. the other fundamental case where trusteeship was reduced to something akin to agency is archer - shee v baker ( 1927 ) 11 tc 749.",0,on the money,MAGPIE
' she was always a defender of the down - and - out. ',1,down and out,MAGPIE
your mother used to sleep like a log,1,sleep like a log,MAGPIE
"away from her mother and father and sister and grandmother was bad enough, but the worst thing for belle was opening her eyes and seeing only the walls around her.",0,open someone's eyes,MAGPIE
on the face of it this seems to be a good idea : one frequently voiced criticism of comprehensive education is that all pupils have been forced to follow a grammar - school curriculum.,1,on the face of it,MAGPIE
"some will rise immediately food is offered, while others hang back, seemingly low down in the pecking order ( although koi are not actually territorial ).",1,pecking order,MAGPIE
biddlecombe's new beat is around the horse sales … his year's of racing expertise is being harnessed at last … and the best news of all is that he may soon be back in the saddle,1,in the saddle,MAGPIE
"her measuring glance moved to the corner of his mouth, where the line of his lips was prolonged in a short red scar, and then to his cheek - bone, which bore a suggestive blue stain.",0,to the bone,MAGPIE
"party chairman lafontaine and parliamentary leader scharping said the coalition wanted to make families, pensioners and the unemployed foot the bill for solving the financial crisis which it had brought on itself.",1,foot the bill,MAGPIE
to the tune of ' i m a believer ',0,to the tune of,MAGPIE
"even a little food could be had at a pinch, for here and there were a few pale twists of grass and here and there a dandelion.",1,at a pinch,MAGPIE
"she is a much more down - to - earth person than madeline vesey neroni, and supports her husband through thick and thin, always doing what she feels is in his best interest.",1,through thick and thin,MAGPIE
"it is also conceivable that if one strays across a band because a property has been improved to the tune of approximately £ 10,000, one will not have to pay much extra.",1,to the tune of,MAGPIE
"he has been welcomed back with open arms by team - mates who appreciate talent, courage and strong character — we will need all three qualities to overcome the springboks.",1,with open arms,MAGPIE
"if pets stray, owners must pay for their keep in the dog pound and another £ 25 to reclaim.",0,for keeps,MAGPIE
so any rate me and ann were looking and spark's fiddling about and he's making faces at dave see behind his back.,1,behind someone's back,MAGPIE
"the police on the other hand argued that their task was to uphold the law, to keep the peace, and to facilitate the entry of non - striking miners into workplaces ; mass picketing was obstructive and intimidating, both of which could give rise to arrest and charge for criminal offences.",1,keep the peace,MAGPIE
ulster still rules the roost in ladies hockey.,1,rule the roost,MAGPIE
चार दिन की चाँदनी फिर अँधेरी रात,1,चार दिन की चाँदनी फिर अँधेरी रात,Kaggle-Indian-Idioms
"received by the king and queen as she made her entrance, she curtsied deeply, and waited with bated breath for what would happen next.",1,with bated breath,MAGPIE
"x / open, which has been in negotiations with osf for over a year now, was supposed to have incorporated dce into its common applications environment some time ago : that announcement is also on ice until the two can work something out.",1,on ice,MAGPIE
"mark morris's canonic 3/4 studies however, a lively ensemble work, was full of tongue - in - cheek wit with plenty of jokes that depended on clever timing or neat contrasts between popular romantic music and unexpectedly awkward steps.",1,tongue in cheek,MAGPIE
‘ you want me to pick up the tab.’,1,pick up the tab,MAGPIE
"cos then we sort of, turn out, get a finger out and get a move on!",1,get a move on,MAGPIE
rugby hangs its hat on the international game but that's also where the funds come from for the grass - roots development.,0,on the game,MAGPIE
"then don't let's beat about the bush any more, if that's what we know, and that is our strong belief that that's",1,beat about the bush,MAGPIE
fears that the recovery might be running out of steam now seem to have been over done.,1,run out of steam,MAGPIE
"snooker : ‘ for those of you watching in black and white, the green is the ball behind the blue.’",0,in black and white,MAGPIE
"she squatted down to read it, balancing on the balls of her feet.",0,on the ball,MAGPIE
"we take it for granted, but it is important that the emergent nations of the third world — themselves, many of them, deeply divided culturally, linguistically and genetically — should see what we have achieved, and where we have fallen short.",1,fall short,MAGPIE
in the most important strike of 1976 and 1977 the rank and file of the labour movement have demonstrated their support of black workers.,1,rank and file,MAGPIE
"after another unaccountable minute, lucier emerged from behind the pageant wiping his eyes on a piece of his costume.",0,wipe someone's eye,MAGPIE
"but today, realizing the problems she might have in controlling her mount let alone in staying on should it prop at a hedge or peck on landing, she decided discretion was the better part of valour and shortening her left rein swung hullabaloo away in the other direction to take what was known as the funks ' run, which ran round a long ridge of elms, across the brook at its narrowest point, and then over a good two miles of open ground, with only one reasonable sized open ditch and hedge to be jumped at the bottom of the dip before a long run uphill which led back to the last of the vale hedges.",1,discretion is the better part of valour,MAGPIE
"the false sensation of unconditional acceptance may come, however, when the sufferers from addictive disease are under the influence of alcohol so that the state of mind produced by mood - altering substances or behaviour is indistinguishable from the unconditional acceptance that they seek.",1,under the influence,MAGPIE
"‘ oh well, serves me right for being nosey.",1,serve someone right,MAGPIE
"a major factor was that the two famous left - wing union leaders, both to some degree poachers turned gamekeepers, hugh scanlon and jack jones, were now removed from the scene through retirement.",1,poacher turned gamekeeper,MAGPIE
"next monday, rod's prize goes under the hammer through adt, the world's biggest car - auction firm at blackbushe, hants.",1,go under the hammer,MAGPIE
"whilst the unions ' attempts to regulate the use of the "" new "" temporary workers might prove successful, their attempts to organise "" traditional "" temporary workers seem much less likely to bear fruit.",1,bear fruit,MAGPIE
"if it is getting difficult you can see what's going to happen, they 're going to think oh well i won't go to town today, i 'll go to the corner shop and manage.",0,go to town,MAGPIE
i don't want to walk all over your carpet!,0,walk all over,MAGPIE
"‘ i 'm terribly sorry, miss walkinshaw, but i seem to be a trifle under the weather this afternoon.",1,under the weather,MAGPIE
आपे से बाहर होना,1,आपे से बाहर होना,Kaggle-Indian-Idioms
nt has a slight edge over the average unix on - line documentation but falls short of the best available and the introduction of the cd - rom is a hurdle for the desktop crowd.,1,fall short,MAGPIE
nicer easy does it for thrilled hills,1,easy does it,MAGPIE
"the dishes finally finished and stowed in their racks, it appeared that we were free for a blessed couple of hours : reassembly on the dot of five - thirty.",1,on the dot,MAGPIE
in some cases the response to your letter or telephone call will be a definite appointment to come for an interview.,0,to the letter,MAGPIE
she said : ‘ i make the cakes from scratch — everything from initial design and backing to finished artwork.,1,from scratch,MAGPIE
"if you 're gon na take a birthday cake to school i mean, that is sad isn't it?",0,take the cake,MAGPIE
"well, since barely half the population can read or write, many people still rely entirely on that notoriously unreliable medium, word of mouth.",1,word of mouth,MAGPIE
and it may end up increasing global co2 emissions to boot.,1,to boot,MAGPIE
"i must be lying low in a room there,",1,lie low,MAGPIE
"can all those bracing ' think european ' messages have fallen on completely stony ground, and were lord young, alan sugar and sir john harvey - jones just wasting their breath and the tax - payers ' money?",1,fall on stony ground,MAGPIE
"even if rainbow has entered the jaws of the enemy, the house rules regarding gender are crystal clear.",1,crystal clear,MAGPIE
"and such an explanation is needed, believe me, scarcely a key is free of its overlay of jargon — rnd, step and not share keys with obscure wiggly brackets, slanty lines and arrows pointing every which way.",1,every which way,MAGPIE
"she 'd met charlie a couple of times at our house and wasn't thrilled by him, to say the least.",1,to say the least,MAGPIE
"if we christians set our own judgement or our inherited traditions above the old and new testament scriptures we part company with the lord and the apostles, and cut ourselves off from our one source of knowledge of god.",1,part company,MAGPIE
okay third time lucky oh that was sneaky just got it in.,1,third time lucky,MAGPIE
"she was sitting on the opposite side of the grate and louise carter thought fleetingly how proud nora had always been of her daughter even when they had been dramatically at loggerheads and how pleased she would be if she could see her now, in her elegant black dress and silver jewellery.",1,at loggerheads,MAGPIE
mr kanemaru's reputation took a dive from which it has not recovered.,1,take a dive,MAGPIE
now vernage is back behind bars and it will be at least 25 years before he comes out to scare anyone again.,1,behind bars,MAGPIE
"‘ if you cast your mind back, you 'll remember that it was your idea to come to oxford this weekend.",1,cast your mind back,MAGPIE
apparently the cost of transport would be out of the question when there was a plentiful supply obtainable locally.,1,out of the question,MAGPIE
"once more the ball is played with the hands forward, delofting the club.",0,play ball,MAGPIE
the final icing on the cake is the beautifully - cut brass nut which looks terrific against the sunbursting.,1,the icing on the cake,MAGPIE
a test drive should convince you that mazda are going places.,1,go places,MAGPIE
"i had bought her for a song, then spent a fortune restoring her and, when my term of service expired and i could afford to become the gypsy - sailor i had always wanted to be, i left the marines and made masquerade my new home.",1,for a song,MAGPIE
life had several appearances of being on the mend.,1,on the mend,MAGPIE
3 eddie climbed 38 metres up a tree that was 53 metres high.,0,up a tree,MAGPIE
"people wanted to be the next model to sit and she 'd chat to them for about an hour and draw, and they 'd get a picture at the end of the session, just like you get in the street. '",0,get the picture,MAGPIE
"the duty sergeant told me that bert shorrocks was still in the cells and due up in front of the beak that afternoon, but they hadn't set eyes on my old man the whole weekend.",1,set eyes on,MAGPIE
"mouthbrooders lay very few eggs, the record probably goes to tropheus duboisi from lake tanganyika, which usually lays fewer than ten eggs in a clutch.",0,lay an egg,MAGPIE
"‘ trumper, you 'll follow, and prescott will bring up the rear.’",1,bring up the rear,MAGPIE
"‘ lewis - bruno has been spoken of as a fight which will gross £ 18 million, but that's wide of the mark.",1,wide of the mark,MAGPIE
"never, ever was the item you desperately needed in the first bag, second bag …",0,in the bag,MAGPIE
"arsenal saved face with an ian wright leveller five minutes from time after having a jaded, end - of - season look — eight months ahead of schedule!",1,save face,MAGPIE
"an icon will be created in the work area, and it will give you access to the notification history.",0,in the works,MAGPIE
the relative frequency of left and right sided lesions among the total aphasic population is calculated.,0,left and right,MAGPIE
"so erm mum went down one day and he was there and she said he were with my sister's boy, they were both sleeping rough.",1,sleep rough,MAGPIE
"our housework goes on behind the scenes, unnoticed, un - counted, uncharted as long as it is unpaid.",1,behind the scenes,MAGPIE
throw your hat in the ring,1,throw your hat in the ring,MAGPIE
"it might even be possible to create a ‘ place in the sun’, where car parking has been placed underground because a place in the sun for townsfolk is more important than a place in the sun for cars ( e ).",0,place in the sun,MAGPIE
the first thing to say is that this is one of those things that can disappoint us.,1,one of those things,MAGPIE
"i can not reply on behalf of the politician, but since i come into contact with citizens from different walks of life i can mention some of the anxieties, expectations and hopes which suggest certain answers.",1,walk of life,MAGPIE
"when it fell to his lot to cut her free from the coils of the hydra, had his poignant fixation received a body - blow — or a boost?",1,body blow,MAGPIE
"lending a helping hand is that little creature hoggle, from the terry jones film, labyrinth.",1,lend a hand,MAGPIE
"again, very often in this modern days and age, we have to leave certain electrical appliances switched on all the time don't we?",1,in this day and age,MAGPIE
"murray howell, the edinburgh civil service goalkeeper, will play his last games for the club this weekend in the european cup winners ' cup b division tournament at swansea.",0,play games,MAGPIE
"the road beyond glenelg turns a corner into gleann beag, reaching a junction where it crosses a river bridge and a minor road continues up this lovely valley.",0,turn the corner,MAGPIE
he's got his hands down in his pockets in the.,0,hands down,MAGPIE
gwent magistrates committee chairman ross goff accused the welsh office of trying to ‘ pass the buck’.,1,pass the buck,MAGPIE
"then a visitor laughed, and irene opened her eyes.",0,open someone's eyes,MAGPIE
"i learnt my quantum mechanics, so to speak, straight from the horse's mouth.",1,from the horse's mouth,MAGPIE
"but even treated as an inherently comic ‘ found object’, even taking the piss out of himself, it's clear that brando could still blow most contemporary actors off the screen.",1,take the piss,MAGPIE
"deutsche ~ telekom ~ ag takes stock of the isdn promotional campaign 1.1~million new basic accesses since april 1995 - 600,000 customers receive credit - number of basic channels approaching the 6~million mark",1,take stock,MAGPIE
but they hope it won't take too long or they 'll be rocking around the grandfather clock.,1,around the clock,MAGPIE
isabel turned her head.,0,turn heads,MAGPIE
so which is the odd one out there?,1,odd one out,MAGPIE
"‘ if it ever gets made,’ says howard, ‘ because i don't think it's ever going to get off the ground.",1,get off the ground,MAGPIE
"the produce was brought to the station by a multiplicity of carts and wagons drawn by oxen, ponies, mules, camels, or even on the backs of elephants.",0,on the back of,MAGPIE
‘ diana needs someone sparky who likes to whoop it up a bit.’,1,whoop it up,MAGPIE
we knew that premature attempts to achieve long - term fiscal balance would worsen the short - term crisis – and thus be counterproductive in the long - run.,1,in the long run,MAGPIE
"anne harper, until recently a senior executive with bp, heightened the feeling that there is a real and all - too - close - to - home problem when she compared her experience of working with the group's local company boards in scandinavia, where partly due to the existence of worker representatives the woman board member is not an unusual phenomenon, and in the machismo - oriented ' southern mediterranean countries of portugal, spain and the republic of ireland ' where it is — and promptly included her experiences in scotland with the latter.",1,close to home,MAGPIE
"on the face of it there are more contrasts than resemblances between, for example, the brand of empirical and then linguistic philosophy which has predominated in england in recent decades, the existentialist thought which has led the way in western europe, and the critical reflection on human history and society on a broadly marxist basis which has naturally held sway in communist countries, but more recently come more to the fore in the west as well.",1,on the face of it,MAGPIE
"the financial meltdown of 2008, which soon metamorphosed into the deepest western economic recession since the 1930s, added fuel to the fire, as policymakers hunkered down in a non - transparent crisis - management mode, condoning massive state intervention in the economy and socialization of private - sector losses on a previously unprecedented scale.",1,add fuel to the fire,MAGPIE
in it judgement was writ large.,1,writ large,MAGPIE
"at dawn one spring morning a heavily loaded freight train, headed by a pre - war 2 — 8 — 0 locomotive, was running out of steam owing to a badly clinkered fire - bed as it approached brook end signal box.",0,run out of steam,MAGPIE
good riddance to her. ',1,good riddance,MAGPIE
"llanelli, who had six of their best with wales and several others injured, replaced experience with unbridled exuberance.",0,six of the best,MAGPIE
"as he gave his evidence for videotape, ‘ genial and twinkly, relaxed in the red eye of the tv camera’, as newsweek described him, reporters noted that in an adjacent courtroom stevie wonder was appearing in a case about the authorship of a song, and that across the street another crew was filming an episode of thirty something.",0,in the red,MAGPIE
the message to the kremlin here would be crystal clear.,1,crystal clear,MAGPIE
"at the 1983 annual general meeting robert naish lost his role by a substantial margin to basil peacock, who joined the club as a junior before the war, and was secretary to the bondholders at the time of redemption.",0,join the club,MAGPIE
' we were too hurried when we had the ball and spartak passed us out of it. ',0,have a ball,MAGPIE
"maggie gave a low moan, her knees sagging, and he caught her close, turning her head to his shoulder, deepening the kiss and holding her against the length of his body.",0,turn heads,MAGPIE
it followed two cases of toddlers being snatched to safety after alarms caught fire.,1,catch fire,MAGPIE
mind run riot.,1,run riot,MAGPIE
talk about a poacher turned gamekeeper.,1,poacher turned gamekeeper,MAGPIE
i sleep like a log and never get indigestion.,1,sleep like a log,MAGPIE
"‘ i 'd like to know it, all the same,’ he said, as if the knowledge could somehow enable him to come to grips with it and defeat it.",1,come to grips with,MAGPIE
"again, she had plenty of opportunity to turn tail and run, to prove to him somehow, somewhere, some way, that he had got entirely the wrong idea about her.",1,turn tail,MAGPIE
she has hung ' christabel ' in her bedroom where it catches the morning sun and shows up my imperfections.,1,catch the sun,MAGPIE
wealth from health the surge of interest in healthy lifestyles means big business for health farms,0,mean business,MAGPIE
"while, on the face of it, his case might rest on its being detrimental to his career to suggest that he is at death's door, it seems likely that much of the evidence, especially for the defence, will be called to no other purpose than to establish whether, to put it mor euphemistically than it will be put in court, he has been putting himself about.",1,at death's door,MAGPIE
ഉരുളുന്ന കല്ല് ഒരിടത്ത് ഉറക്കില്ല,1,ഉരുളുന്ന കല്ല് ഒരിടത്ത് ഉറക്കില്ല,Kaggle-Indian-Idioms
dunno because i think it isn't actually come to think of it b b c will do their own and i t v will do their own,1,come to think of it,MAGPIE
an innovative idea which should appeal to those who find it difficult to get out and about and ideal for almost any occasion.,1,out and about,MAGPIE
where is the wagon train that seemed permanently to be circling its wagons waiting for a drunken pioneer's wife to have twins in the last of them?,0,circle the wagons,MAGPIE
but the idea of staking a claim to a piece of land is deeply rooted in the american psyche.,1,stake a claim,MAGPIE
"' where's hector, by the by? '",1,by the by,MAGPIE
"‘ did i accuse you of being as hard as nails?’ he teased gently, at last, as if reading her mind.",1,hard as nails,MAGPIE
she helps break the ice when i am interviewing.,1,break the ice,MAGPIE
"one would hope most people would welcome authors ' attempts to break down sexual and racial stereotypes, though such attempts can come unstuck if they undermine the credibility of established characters.",1,come unstuck,MAGPIE
‘ it's always a good idea to keep them on the hop.’,1,on the hop,MAGPIE
she put her hand under john ruskin standing by a waterfall and tore him off the wall.,0,off the wall,MAGPIE
a conceptualisation of the separateness of children went hand in hand with the socially felt need to protect their purity and innocence.,1,go hand in hand,MAGPIE
"despite the virtual anonymity of the fx4 cab anywhere in london, i kept a safe distance behind the sierra as nevil headed south and then east, crossing the river in chelsea, then turning east again, running behind battersea power station.",0,head south,MAGPIE
"it had been touch and go whether she would get herself anywhere near, let alone actually on, the bench.",1,touch and go,MAGPIE
jack first hit the headlines last july when he took his boat the helga maria to the arctic circle even though the department of transport had not declared the vessel seaworthy.,1,hit the headlines,MAGPIE
"but any suggestion that it could lead to leaving the nhs, whose headquarters move to leeds next year, gets short shrift.",1,short shrift,MAGPIE
"well those others, three of those, somebody else's children plus her own ran total riot out in the garden, but i mean there's not enough people to come round and do spot checks even if they 're allowed, i don't know whether they 're allowed to, but they 've",1,run riot,MAGPIE
"interest is payable on the money owing, but you will be paid interest when the account is on credit.",0,on the money,MAGPIE
' shall we give it a miss then? ',1,give something a miss,MAGPIE
join the thirty per cent club and promise to reduce sulphur emissions by 30 per cent by 1993,0,join the club,MAGPIE
i knew it wouldn't be cut and dried vs man city so i was pleased with the result.,1,cut and dried,MAGPIE
you were allowed in the dock with children?,0,in the dock,MAGPIE
her imagination was obviously being fed by the school and by the books.,0,by the book,MAGPIE
"but that, with things as they are we might as well just hang fire",1,hang fire,MAGPIE
you can get th i 've seen people spend sort of quite a few minutes going round in circles and give up on that when they 're nearly at the answer.,1,go round in circles,MAGPIE
"it is essential, therefore, that you attempt the required number of questions, in order to play a winning game.",0,play games,MAGPIE
"we can get more bang for our collective buck, peso, and real, and find effective, efficient, enduring paths to a more sustainable, inclusive, and prosperous future.",1,bang for the buck,MAGPIE
"one's always in the dock and being questioned, isn't one?",1,in the dock,MAGPIE
the goldsmith factor had beer shares on the hop yesterday.,1,on the hop,MAGPIE
it is still open today it ain't in some docks.,0,in the dock,MAGPIE
"at one political meeting last month, i was abused being at one and the same time a pro - marketeer, an anti - devolutionist, and, horror of horrors, pro - sizewell ( agr tendency only, i hasten to add ).",1,one and the same,MAGPIE
"she hadn't set eyes on him for years, but there was no mistake.",1,set eyes on,MAGPIE
no put them in that bag in there,0,in the bag,MAGPIE
"in a nutshell, yes.",1,in a nutshell,MAGPIE
"but much of the money spent in berlin, sydney, istanbul, bejing, and milan, manchester's rivals, will have gone down the tubes.",1,down the tubes,MAGPIE
"before the secretary of state rattles on yet again about european figures, our minimum wage policy and our alleged doom and gloom, and as he has proved himself completely unable to say anything constructive, will he today at least ask the prime minister to chuck it in now, call an election and let us get on with the job?",1,doom and gloom,MAGPIE
"because when, after seven or eight long seconds of genuine respect, he saw howard looking at him out of the corner of his eye, he hastily hid the bottle of sherry behind his back and bowed his head.",0,behind someone's back,MAGPIE
harold wilson's famous phrase ‘ the white heat of the scientific revolution’ struck a chord.,1,strike a chord,MAGPIE
i just never let people know i 'm doing it — i save it for behind closed doors.,1,behind closed doors,MAGPIE
far too many still favour the shock tactics of getting those who are no longer deemed useful out of the door as fast as possible — and good riddance.,1,good riddance,MAGPIE
"but you don't play over 500 games with three big clubs, have a couple of big moves and become a bad player overnight.",0,play games,MAGPIE
"the smaller, regional companies, that filled the gaps in the system between 1957 and 1962, escaped this traumatic experience and were able to enjoy what roy thomson, owner of scottish television, unwisely described as a ‘ licence to print money’.",1,licence to print money,MAGPIE
"in any case, i fitted the bill,",1,fit the bill,MAGPIE
"the sun reports ' quitter ' kinnock left us in lurch, storms prescott. '",1,leave someone in the lurch,MAGPIE
"‘ several moments ago i asked you why you thought there was a drugs ring operating in the club,’ she said.",0,in the club,MAGPIE
even four at a pinch.’,1,at a pinch,MAGPIE
"take the few bottom roots off right, bottom leaves.",0,take root,MAGPIE
for hci guests the daytime fun and games are centred around drago with its lively family atmosphere.,1,fun and games,MAGPIE
keeping a balance between income and expenditure is often referred to as ‘ balancing the books’ or being ‘ in the black’.,1,in the black,MAGPIE
"sometimes the actors went back up to their dressing - rooms for an hour at a stretch while she and geoffrey stood in for them, posing languidly at the fireplace or leaning back on the settee, twirling empty wine glasses.",1,at a stretch,MAGPIE
i realized that she wasn't going to tell him about events on vadinamia so that he wouldn't jump to any conclusions and complicate things.,1,jump to conclusions,MAGPIE
class b was won by tranmere contestant jim gavin aboard salamandra but it was a close call with catch 32 owned by jim myerscough from blundellsands.,1,close call,MAGPIE
"jones mounted a quick two - fisted assault and the title changed hands in those brief, dramatic seconds.",1,change hands,MAGPIE
"no it's not full, it was just bits and bobs.",1,bits and bobs,MAGPIE
"his face remained when the others had gone, sharp - boned and predatory, his eyes hungry, his smile still giving her the creeps.",1,give someone the creeps,MAGPIE
"remember, fibre - rich food holds extra water, so two or three extra pounds of liquid retained inside you can easily obscure the same quantity of lost fat.",0,hold water,MAGPIE
there are many people living in western germany who have still never set eyes on either leipzig or rostock - warnemünde.,1,set eyes on,MAGPIE
"amanda mares, the producer, might bear in mind that listeners hearing things for the first time need a second or two to focus.",0,hear things,MAGPIE
the holiday was particularly useful for children who are still coming to terms with their conditions and may have been robbed of their self - confidence.,1,come to terms with,MAGPIE
"that represents a great advance and we believe that, in the long term, something valuable will come of that.",1,in the long term,MAGPIE
the government have no intention of giving power to anyone except those who hold the purse strings.,1,hold the purse strings,MAGPIE
"he did play really well in the championship year but any time i saw him last year he seemed to be nervous on the ball, surely not a good thing for a centre half.",0,on the ball,MAGPIE
"the two countries would be fighting each other, on and off, for 22 years ; and there were those, like benjamin titford, born in 1786, who lived through nothing but wars and rumours of wars from the day they were born to the day they died.",1,on and off,MAGPIE
it 'd serve her right!’,1,serve someone right,MAGPIE
"usually a contract is seen as an agreement that is freely entered into by both parties, debating or arguing out the terms at arm's length, but in reality this is a take it or leave it operation, isn't it?",1,take it or leave it,MAGPIE
"‘ johnny was completely all over the place by then,’ bobby hunt recalls : ‘ the wit had gone.’",1,all over the place,MAGPIE
forty police officers are working round the clock trying to find murray's killer.,1,round the clock,MAGPIE
"their increasing presence in the city was signalled by the congregation of small traders and migrant vendors on the square between the stadt archiv and the main railway station, and in time the square became known as the kassubischer markt.",0,on the square,MAGPIE
"stop playing games, luke — there isn't time for that.",1,play games,MAGPIE
"the prototype series of ten appeared from brel crewe works with a collection of teething troubles, but were in regular passenger traffic to leeds by the end of the year.",1,teething troubles,MAGPIE
"the unending toil, which ground on at the pace of the changing seasons and the constant struggle against relentless nature would be in vain, as far as jonadab oaks was concerned, unless there were others of his name to follow in his footsteps and work this land to which he had devoted his life.",1,follow in someone's footsteps,MAGPIE
"whatever the causes of this rapid decline in port activities — containerization, competition, labour disputes, poor management or manning practices — by 1981 the docks had to all intents and purposes closed.",1,to all intents and purposes,MAGPIE
"two men kissing to music under the stars … or little david, the barman, would bring out his famous white gauze and feather fans and send them gliding across his sweating chest and face ( you don't see this any more these days ) — as if the secret thoughts that were normally hidden behind that odd smile in his eyes had escaped and taken flight ; as if, i used to think, it was magic, as if some oddly attractive boy had unbuttoned his flies for you and brought out not a fat red cock but a blinking, blinded, delicate, fluttering magician's dove, releasing it into the roof of the dark theatre to fly crazily over your astonished head … and above all this was that ceiling of shining stars.",0,over your head,MAGPIE
a choice between debt and equity was made on the assumption that this choice did not have to stand the test of time.,1,stand the test of time,MAGPIE
"and perhaps to placate rhinehart before he sues, there is a documentary on the enigmatic american author in the pipeline, as well as diary of a teenage health freak and a children's comedy, jackson pace.",1,in the pipeline,MAGPIE
"once he was at the front it was plain sailing for the pagid uk sponsored vauxhall driver, who finished four seconds clear.",1,plain sailing,MAGPIE
let's get a move on!’,1,get a move on,MAGPIE
